Country,Age,Occupation,Education_Level,Income_USD,Daily_Screen_Time_Hours,Phone_Unlocks_Per_Day,Social_Media_Usage_Hours,Gaming_Usage_Hours,Streaming_Usage_Hours,Messaging_Usage_Hours,Work_Related_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Depression_Score,Anxiety_Score,Stress_Level,Time_Spent_With_Family_Hours,Internet_Connection_Type,Primary_Device_Brand,Has_Screen_Time_Management_App,Self_Reported_Addiction_Level,Monthly_Data_Usage_GB,Has_Night_Mode_On,Age_First_Phone,Push_Notifications_Per_Day,Tech_Savviness_Score
Germany,70,Engineer,High School,36011.82,4.26,74,1.85,1.64,1.36,1.5,2.41,6.39,1.46,44.25,63.17,73.43,67.86,2.71,WiFi,Other,No,Severe,32.59,No,18,114,16.74
Japan,26,Salesperson,None,27432.79,6.14,61,2.33,1.8,3.5,0.87,1.22,6.93,0.34,43.22,98.09,88.39,4.59,1.45,4G,Apple,Yes,Low,34.97,No,12,92,59.29
China,27,Teacher,PhD,53991.2,6.54,56,1.16,1.17,1.92,0.77,1.72,7.36,1.21,46.87,14.43,53.34,49.1,1.37,3G,Samsung,Yes,Moderate,43.48,Yes,19,127,84.77
China,70,Salesperson,Master's,57073.77,1.46,64,1.86,0.63,1.56,2,2.36,7.2,1.58,90.28,54.59,60.55,15.03,1.07,3G,Apple,Yes,Low,9.61,No,16,37,86
Nigeria,55,Manager,High School,36467.11,5.69,72,1.26,3.01,2.36,0.86,1.5,5.81,1.1,59.21,42.79,73.99,39.66,1.23,5G,OnePlus,Yes,High,38.32,No,20,79,13.46
Russia,37,Manager,Bachelor's,9112.34,6,113,2.27,2.27,-0.48,0.71,2.34,5.96,0.65,95.98,73.74,66.62,97.37,0.26,3G,Xiaomi,No,Moderate,27.75,No,19,111,70.38
Russia,49,Doctor,Master's,32266.14,8.94,64,2.18,1.55,2.33,1.19,3.26,7.01,2.53,16.8,40.04,97.67,17.21,2.62,3G,Apple,No,Low,25.07,No,8,81,23.07
Japan,61,Unemployed,High School,56496.61,5.2,55,1.02,0.36,2.21,1.74,0.62,8.5,0.69,22.32,1.19,81.07,52.85,1.13,WiFi,Samsung,Yes,High,23.41,Yes,8,81,71.87
Mexico,33,Engineer,PhD,50752.29,9.11,82,2.34,2.46,0.49,2.02,3.01,6.78,1.42,62.44,87.59,18.92,41.41,2.71,4G,Other,Yes,Severe,22.61,No,12,87,9.67
USA,50,Student,Master's,14088.44,9.11,84,2.32,1.97,1,1.35,2.61,6.68,1.82,14.59,22.59,63.36,15.86,1.52,WiFi,Other,Yes,Severe,24.34,No,20,124,42.98
Brazil,66,Doctor,High School,35053.67,6.71,80,0.53,2.74,1.92,1.85,2.32,6.39,1.49,22.74,87.47,88.22,54.19,1.39,WiFi,Apple,Yes,High,23.68,Yes,15,75,14.16
China,18,Student,PhD,15947.24,4.36,88,2.1,0.97,2.53,1,3.07,5.35,1.77,77.2,39.56,35.72,85.67,1.03,WiFi,Xiaomi,Yes,Moderate,17.04,No,19,89,19.95
India,16,Unemployed,PhD,43116.43,8.53,130,-0.29,1.74,3.55,0.96,1.19,7.11,1.04,76.09,74.71,73.76,62.82,2.81,5G,OnePlus,No,Severe,27.38,No,12,48,78.5
Nigeria,65,Salesperson,None,15716.25,7.84,35,2.06,1.83,1.15,1.31,2.75,6.06,1.71,76.82,79.38,15.8,38.08,1.02,3G,Xiaomi,Yes,High,32.04,No,19,148,11.25
Mexico,62,Doctor,Master's,27928.55,5.18,95,0.08,2.64,1.15,1.56,2.1,7.15,0.94,2.3,6.46,1,52.73,0.96,WiFi,Samsung,Yes,Low,27.8,No,17,71,5.29
Russia,21,Manager,None,15512.89,2.34,107,2.03,1.06,1.49,1.9,1.73,6.29,1.18,84.27,47.63,18.86,85.43,1.78,5G,Samsung,Yes,Moderate,18.23,No,16,127,61.69
Nigeria,36,Doctor,Master's,28882.36,5.81,86,1.19,0.38,2.46,1.51,0.89,5.84,0.73,87.94,1.53,63.46,32.72,2.05,5G,Samsung,No,Low,37.08,No,10,146,32.47
Mexico,35,Engineer,PhD,54106.82,5.51,59,1.74,0.6,1.11,0.89,1.64,5.28,0.42,67.39,73.88,75.83,22.77,0.75,5G,Samsung,Yes,Severe,20.57,Yes,16,54,12.05
USA,26,Student,Master's,28772.49,6.07,66,1.76,0.65,2.66,1.76,1.15,8.14,1.22,55.23,4.85,19.47,10.97,-0.06,3G,Apple,No,Low,21.22,No,9,101,14.85
India,30,Doctor,Master's,14985.08,7.02,90,2.24,4.12,1.97,1.56,2.39,5.76,1.53,39.45,35.14,85.72,34.27,1.16,4G,Other,No,Low,30.47,No,9,99,23.08
Russia,47,Engineer,None,31595.36,8.65,91,1.72,0.55,4.56,1.82,1.23,8.91,1.55,48.85,87.51,30.38,94.4,0.78,5G,Huawei,No,Severe,44.55,Yes,16,99,98.58
USA,37,Doctor,Master's,41454.51,3.87,94,0.4,1.91,2.43,0.44,2.21,6.33,1.32,65.85,39.42,96.79,62.97,1.74,5G,Huawei,Yes,Moderate,14.79,Yes,12,53,31.75
Russia,67,Teacher,PhD,7251.23,2.72,89,0.94,-0.01,2.8,1.39,3.44,6.89,0.89,42.22,62.95,97,87.82,0.94,3G,Other,Yes,Low,21.14,Yes,12,89,94.97
Japan,58,Artist,Master's,5873.21,5.04,99,1.36,1.72,2.36,1.12,3.19,8.52,0.77,92.98,4.14,99.7,95.04,1.29,WiFi,Huawei,Yes,Severe,30.47,Yes,14,144,34.51
India,43,Engineer,PhD,36641.83,7.24,79,2.89,1.21,1.62,0.88,1.69,5.29,1.29,58.88,81.92,55.76,85.49,2.23,4G,OnePlus,Yes,Moderate,18.56,No,16,110,95.13
Mexico,14,Salesperson,PhD,26503.19,6.09,111,1.71,2.63,2.58,0.66,1.9,7.81,1.41,2.76,77.38,41.15,82.54,1.63,WiFi,Huawei,Yes,Low,15.75,Yes,18,90,27.94
Japan,69,Teacher,Master's,40353.09,5.44,104,1.61,2.58,1.3,1.53,0.37,5.18,0.79,99.91,46.73,98.67,61.24,2.54,5G,Huawei,No,Severe,25.99,Yes,9,94,69.55
Russia,26,Teacher,Bachelor's,37467.07,5.9,58,3.2,2.62,2.96,1.21,3.02,5.98,0.4,53.94,87.46,32.17,20.74,2.36,5G,Apple,Yes,Moderate,42.23,No,20,81,18.73
UK,50,Artist,Master's,20571.93,3.85,123,1.39,0.66,2.16,1.9,1.85,5.4,1.24,6.82,98.95,16.45,70.49,1.31,WiFi,Huawei,Yes,Moderate,26.21,No,16,54,46.39
China,62,Salesperson,PhD,14740.5,1.97,101,2.39,4.08,1.4,1.81,2.58,5.16,0.81,61.92,7.18,78.91,11,1.96,WiFi,Huawei,Yes,Low,44.73,Yes,14,116,78.65
Russia,40,Artist,PhD,11303.61,6.63,85,3.41,1.95,2.22,0.84,0.87,6.38,0.97,42.28,72.41,37.97,99.18,2.54,3G,Xiaomi,Yes,Severe,25.65,Yes,10,102,54.33
USA,54,Doctor,Bachelor's,37237.66,-0.27,47,1.03,2.63,2.09,2.01,3.56,6.98,1.16,72.3,62.86,41.79,74.24,1.99,WiFi,OnePlus,Yes,Severe,15.19,Yes,14,83,45.89
UK,62,Artist,PhD,11886.67,3.88,92,2.47,1.8,2.71,1.35,2.79,5.27,0.02,17.55,61.1,4.12,5.97,1.78,3G,Huawei,No,High,11.99,No,8,127,45.63
Japan,64,Doctor,Bachelor's,61013.21,2.64,80,2.2,0.61,1.58,0.71,1.57,5.09,0.9,85.67,71.06,93.45,17.86,2.3,5G,Samsung,Yes,Low,37.01,Yes,12,45,77.8
Nigeria,45,Student,None,52417.07,3.75,79,2.12,2.05,3.09,1.26,2.95,6.09,0.48,27.09,41.37,83.93,57.06,1.93,3G,Samsung,No,Moderate,20.31,Yes,12,114,63.09
USA,46,Salesperson,PhD,22702.44,4.8,69,2.71,2.62,2.12,1.85,2.39,5.68,0.8,45.77,79.05,57.7,82.65,2.13,3G,Apple,No,Severe,3.38,Yes,14,60,69.92
Mexico,51,Artist,Bachelor's,51095.76,5.05,107,3.19,1.61,2.24,1.08,3.68,7.34,0.23,55.44,69.12,33.56,56.49,1.06,WiFi,OnePlus,No,Severe,25.07,No,12,104,63.6
Mexico,48,Artist,Master's,48496.08,5.51,79,0.11,2.74,3.17,0.01,3.48,5.22,2.11,96.54,63.76,59.42,74.1,0.79,WiFi,Other,No,Moderate,50.03,Yes,8,161,37.29
Japan,12,Doctor,None,52947.58,4.75,110,0.93,0.63,2.04,1.3,1.26,7.64,1.25,4.59,22.8,77.41,60.95,0.88,WiFi,Huawei,No,Severe,7.88,No,16,75,33.22
Japan,42,Teacher,Bachelor's,48378.97,7.8,112,1.41,1.6,1.69,1.28,1.74,5.8,2.34,22.34,92.47,84.71,44.13,1.44,5G,Apple,No,Severe,32.22,Yes,13,100,30.06
China,26,Engineer,PhD,27437.77,4.67,86,2.55,1.37,1.35,1.88,1.89,6.95,1.83,5.66,10.48,49.03,41.66,1.26,4G,Apple,No,Moderate,31.56,No,8,100,23.43
UK,31,Manager,Master's,19752.06,1.79,91,3.43,1.08,3.82,1.82,2.34,6.9,0.43,97.73,94.1,28.99,78.05,2,5G,Other,Yes,High,17.89,Yes,17,64,58.71
USA,32,Salesperson,None,50161.56,7.39,95,1.91,3.49,2.5,1.6,2.53,7.58,1.55,83.36,57.19,13.22,84.39,1.23,4G,OnePlus,Yes,High,36.43,Yes,18,60,17.1
Japan,49,Teacher,Bachelor's,15832.28,5.52,80,2.28,1,3.32,1.17,3.2,7.36,1.21,79.42,32.22,45.2,79.1,1.79,WiFi,Samsung,No,Low,40.04,No,13,67,14.9
China,23,Engineer,Bachelor's,15570.83,3.52,100,3.09,2.98,2.78,1.27,3.39,6.63,0.87,18.2,47.85,10.73,57.21,-0.13,3G,Xiaomi,No,High,28.2,Yes,14,107,21.4
Brazil,42,Artist,Bachelor's,27811.85,6.65,29,1.54,1.77,1.25,0.93,2.86,5.7,0.6,4.24,97.61,60.75,82.73,1.5,WiFi,OnePlus,Yes,High,32.5,No,16,126,20.23
China,56,Doctor,High School,25864.86,5.33,58,3.01,2.93,1.39,1.26,3.11,6.88,1.14,78.5,0.91,30.41,14.03,1.06,WiFi,Huawei,Yes,Low,25.79,No,13,119,76.64
Japan,41,Manager,Bachelor's,6478.85,8.33,83,0.2,1.33,3.65,1.51,0.71,7.02,0.62,0.67,27.29,19.59,82.73,1.4,3G,Samsung,Yes,Low,23,Yes,14,70,3.29
Brazil,14,Engineer,None,36283,7.16,97,2.34,1.92,2.34,1.4,1.39,6.57,1.23,81.2,94.14,8.31,36.61,-0.21,WiFi,Samsung,No,High,28.02,No,12,175,28.48
China,21,Salesperson,None,47156.55,6.77,108,2.25,2.15,2.4,2.13,2.7,4.56,0.31,4.47,65.8,92.84,83.93,0.88,WiFi,OnePlus,Yes,High,32.76,No,9,107,76.74
USA,49,Manager,None,18531.6,6.41,60,1.35,1.87,2.64,1.51,0.15,5.81,0.66,81.66,45.21,11.52,6.13,2.26,3G,Samsung,No,High,29.16,Yes,17,134,27.58
Brazil,55,Student,Bachelor's,-10965.55,5.98,92,1.5,0.05,2.77,0.83,2.83,6.39,2.13,60.49,33.24,25.47,75.54,1.65,4G,Apple,Yes,Severe,27.39,No,20,66,34.73
Nigeria,51,Artist,PhD,41261.18,3.92,64,1.44,1.67,0.93,2.47,1.42,5.79,1.76,50.72,98.29,94.15,62.8,0.5,3G,Apple,No,Low,22.53,No,14,85,78.24
Nigeria,51,Engineer,None,7119.15,1.59,105,1.36,1.41,2.41,1.16,2.89,7.12,0.34,48.79,26.66,67.15,48.09,1.9,WiFi,Samsung,No,Moderate,15.25,No,14,123,59.31
Japan,50,Doctor,High School,40467.45,3.55,65,3.38,0.69,0.64,1.25,2.9,6.78,1.5,27.14,71.44,34.19,86.05,1.2,4G,Xiaomi,Yes,Severe,33.19,No,19,87,53.7
Nigeria,23,Artist,Master's,-15191.46,5.04,67,1.04,2.82,2.18,0.94,3.03,5.74,0.78,14.88,69.81,75.53,21.24,2.86,5G,Huawei,Yes,High,21.57,No,13,31,9.31
Mexico,32,Manager,None,20669.06,6.68,148,1.65,3.37,2.49,1.11,0.74,6.97,0.79,5.84,63.71,89.62,16.23,0.95,4G,Apple,No,Severe,5.74,No,11,103,99.93
UK,68,Manager,None,46549.87,5.59,114,3.49,2.48,4.63,1.71,1.5,6.91,1.18,82.13,37.12,89.67,73.86,0.44,4G,Samsung,No,High,34.9,Yes,12,120,39.58
Brazil,66,Manager,Bachelor's,-790.76,7.07,80,1.37,0.31,1.2,0.88,2.79,5.68,1.4,7.92,61.88,55.48,44.24,0.69,4G,OnePlus,No,Moderate,19.56,No,9,108,25.01
Mexico,67,Student,High School,20106.87,5.8,43,0.8,2.86,2.92,0.89,2.73,6.14,1.66,2.06,31,22.75,47.58,1.76,3G,Samsung,Yes,Low,36.77,Yes,17,89,34.7
Russia,38,Artist,Master's,11741.24,7.26,96,2.76,-0.32,3.07,2.47,0.88,7.28,-0.06,55.42,79.36,30.54,21.02,3.25,WiFi,Xiaomi,No,Severe,11.82,Yes,15,104,68.85
Nigeria,37,Teacher,High School,21830.97,6.01,70,1.97,1.29,-0.85,1.17,2.18,8.01,1.58,92.83,55.77,77.59,33.25,0.25,3G,OnePlus,Yes,High,17.1,No,10,143,10.46
Brazil,70,Manager,None,20844.61,5.46,70,2.22,1.18,2.66,2.11,1.12,5.88,1.02,4.52,79.16,14.37,66.7,1.81,WiFi,Samsung,No,Low,28.42,Yes,10,95,75.24
India,14,Artist,Master's,17116.07,6.29,54,1.53,1.91,2.53,0.73,3.92,8.21,0.83,65.05,9.41,74.76,50.02,1.65,3G,Xiaomi,No,Moderate,29.53,No,13,96,79.7
USA,36,Engineer,Master's,26181.85,5.65,104,2.36,0.29,1.4,1.81,3.34,8.64,1.49,43.35,14.78,54.36,41.16,1.74,3G,Samsung,Yes,Severe,26.77,No,12,135,92.66
Russia,34,Student,Bachelor's,23099.82,7.42,50,1.43,1.4,1.34,1.53,2.19,6.43,1.97,9.07,2.75,62.1,4.47,2.63,4G,Huawei,Yes,Low,31.6,No,13,115,48.82
Mexico,12,Engineer,High School,33480.91,2.92,34,3,-0.38,1.57,1,2.79,6.16,1.05,61.21,0.32,32.46,8.49,2.07,4G,OnePlus,No,High,27.94,Yes,17,89,97.1
China,57,Salesperson,None,15322.1,2.97,107,2.67,0.83,2.74,0.48,0.13,8.11,1.47,26.29,60.96,43.99,81.94,0.26,4G,Xiaomi,Yes,Severe,27.37,Yes,14,156,26.42
Nigeria,47,Student,Bachelor's,31303.3,5.33,14,2.08,1.31,2.49,1.01,2.1,8.92,1.3,17.09,67.22,89.13,29.96,1.71,5G,Apple,Yes,High,9.46,No,15,139,12.86
Mexico,66,Teacher,PhD,25493.59,9.1,86,1.72,1.48,0.32,0.98,2.19,7.5,0.99,60.74,77.61,39.96,52.17,1.44,4G,Apple,No,Moderate,28.89,No,18,137,75.84
UK,64,Salesperson,PhD,31452.01,7.89,72,2.88,3.64,1.99,2.15,2.06,6.43,0.58,88.68,74.24,34.99,27.71,1.71,4G,Other,Yes,High,27.12,No,8,131,37.1
Mexico,38,Salesperson,Master's,22870.17,8.09,136,1.94,0.32,2.45,1.73,1.71,6.48,0.35,10.49,58.28,8.53,35.38,1.94,4G,Huawei,No,Severe,24.61,Yes,17,111,94.07
Mexico,17,Manager,Master's,29397.4,1.85,43,1.7,2.41,2.1,1.52,1.85,6.27,0.84,93,63.17,86.01,2.96,0.86,4G,Other,No,High,9.03,Yes,12,60,58.74
Russia,28,Student,Master's,5902.44,4.27,48,2.02,0.53,3.36,1.18,0.71,5.22,0.9,92.05,22.28,47.45,56.48,0.91,4G,OnePlus,Yes,Low,44.93,No,8,80,80.83
China,16,Teacher,High School,-1552.98,4.68,92,1.8,2.28,3.32,1.82,3.11,5.5,1.06,87.22,70.21,13.1,33.46,1.73,3G,Other,No,Severe,30.9,No,12,54,70.32
USA,18,Doctor,Bachelor's,18993.23,3.47,72,1.15,3.36,2.57,1.94,4.28,5.78,2.03,27.36,0.53,10.57,10.84,1.24,5G,Xiaomi,Yes,Low,19.21,No,10,87,47.18
UK,23,Teacher,None,30673.21,6.05,71,2.86,2.03,1.18,1.32,2.24,6.63,0.71,20.17,52.91,78.22,8.27,1.42,4G,Samsung,No,Low,19.27,Yes,16,111,67.03
Nigeria,57,Manager,None,13900.74,8.76,48,2.56,0.37,1.64,1.46,3.53,4.28,0.49,59.36,45.57,83.22,66.24,-0.21,WiFi,Apple,Yes,Moderate,31.28,No,9,84,3.57
India,62,Unemployed,PhD,16920.89,4.4,78,1.63,-0.98,1.04,1.52,1.92,5.58,0.68,53.63,93.93,37.06,68.4,1.47,5G,Huawei,Yes,High,24.42,No,14,100,38.95
